201;358;155
202;359;142
203;360;156
205;363;158
207;368;160
208;370;161
209;372;142
210;373;142
211;377;162
212;378;148
213;379;163
214;384;144
215;385;164
216;386;144
217;392;161
218;397;165
219;400;166
220;404;167
221;405;168
222;408;169
223;415;56
224;428;170
226;429;172
227;439;173
228;440;174
229;441;174
230;442;175
231;446;176
232;454;146
233;456;177
234;471;178
235;475;179
236;476;166
237;478;180
238;482;146
239;483;146
240;484;181
9595;259;116
9600;256;6409
11526;6212;6360
11681;8446;6409
11901;138;6518
11902;137;6518
11903;136;6518
241;487;180
242;488;182
12119;362;6568
12290;298;139
243;489;183
13861;11764;5333
244;490;184
245;492;185
246;493;186
247;495;110
248;498;187
249;513;188
250;515;189
251;540;190
252;545;191
253;698;22
254;701;192
255;703;193
256;717;194
257;732;195
258;745;196
259;756;197
260;757;198
261;759;199
262;760;199
264;773;201
265;775;202
266;776;100
267;777;203
268;777;204
269;778;205
270;778;206
271;779;207
272;780;64
273;780;208
274;781;209
275;782;210
276;783;211
277;784;212
278;785;213
279;786;214
280;787;214
281;788;214
282;789;214
283;790;214
284;792;215
285;793;215
286;794;215
287;795;216
288;797;217
289;798;218
290;799;218
291;800;218
292;801;218
293;802;219
294;803;202
295;804;220
296;805;221
297;808;100
298;809;222
299;810;223
300;811;224
301;812;225
302;813;12
303;814;226
304;815;12
305;816;227
306;817;227
307;818;227
308;819;228
311;821;231
312;822;232
313;823;233
314;824;234
315;827;235
316;828;236
317;829;46
318;830;35
319;831;35
320;832;35
321;833;237
322;834;59
323;834;238
324;835;239
325;836;240
326;837;240
327;838;240
328;839;241
329;840;241
330;841;242
331;842;243
332;843;244
333;844;236
334;845;236
335;849;245
336;850;246
337;850;247
338;851;248
339;852;249
340;853;248
341;854;250
342;857;251
343;858;6409
344;859;252
345;860;6409
347;863;254
348;864;255
349;865;256
350;867;257
351;868;258
352;869;83
353;870;259
354;871;260
355;872;261
356;873;262
357;874;263
358;875;264
359;878;265
360;879;266
363;881;269
364;882;270
365;883;271
366;884;272
367;885;273
368;886;274
369;887;275
370;888;276
371;889;277
372;890;278
373;893;188
374;894;279
375;895;51
376;896;236
377;897;280
378;898;281
379;899;282
380;900;283
381;908;6409
382;910;6409
383;911;6409
388;917;6409
389;918;286
390;919;286
391;920;287
392;921;288
393;922;289
394;923;290
395;924;291
396;925;292
397;927;293
398;928;294
399;929;295
400;931;296
401;932;297
402;933;298
403;934;299
404;936;300
405;937;301
406;938;302
407;939;303
408;940;304
409;941;305
410;942;306
411;943;282
412;944;257
413;946;307
414;947;308
415;948;309
416;949;310
417;950;311
418;951;312
419;952;313
420;953;202
421;954;202
422;955;314
423;956;315
424;957;316
425;958;316
426;959;190
427;960;190
428;961;317
429;962;317
430;963;317
431;964;317
432;965;317
433;966;317
434;967;317
435;968;274
436;969;6409
437;970;55
439;972;319
440;973;320
441;974;321
442;975;321
445;977;229
446;978;229
447;979;229
448;980;322
449;981;323
450;982;324
451;983;325
452;984;326
453;985;327
454;986;328
455;987;329
456;988;330
457;990;331
458;991;332
459;992;333
460;993;334
461;994;6409
462;995;335
463;996;336
464;1001;337
465;1002;338
466;1003;339
467;1004;340
468;1005;341
469;1006;342
470;1007;342
471;1008;343
472;1009;212
473;1010;344
474;1011;345
475;1013;116
476;1014;346
477;1015;347
478;1016;347
479;1017;347
480;1018;347
10211;766;5907
481;1019;347
482;1020;347
483;1021;347
12201;976;1510
12213;820;1510
12214;820;230
12307;880;260
12308;13851;6617
12323;971;5634
484;1022;347
485;1023;347
14485;912;6409
14487;914;6409
14488;915;6409
486;1024;347
487;1025;347
488;1026;347
489;1027;347
490;1028;347
491;1029;347
492;1030;347
493;1031;347
494;1032;347
495;1033;347
496;1034;347
497;1035;347
498;1036;348
499;1037;6409
500;1037;349
501;1040;232
502;1041;22
503;1042;137
504;1043;350
505;1044;350
506;1045;351
507;1047;352
511;1051;354
512;1051;355
513;1052;356
514;1053;357
515;1054;212
516;1055;358
517;1056;244
518;1057;359
519;1058;360
520;1059;254
521;1060;361
522;1061;254
525;1064;364
526;1065;365
527;1073;343
528;1073;366
529;1074;367
530;1075;367
531;1076;367
532;1077;367
533;1078;367
534;1079;367
535;1080;367
536;1081;367
537;1082;367
538;1083;367
539;1084;367
540;1085;368
541;1086;368
542;1087;368
543;1088;368
544;1089;368
545;1090;368
546;1091;368
547;1092;369
548;1093;370
549;1094;370
550;1096;370
551;1097;370
552;1098;370
553;1099;370
554;1100;370
555;1101;370
556;1102;370
557;1103;370
558;1104;370
559;1105;370
560;1107;371
561;1108;372
562;1109;373
563;1109;374
564;1110;375
565;1111;372
566;1112;376
567;1113;376
568;1114;377
569;1114;378
570;1115;379
571;1116;380
572;1117;381
573;1118;382
574;1118;383
575;1122;384
576;1122;385
577;1132;142
578;1133;386
579;1134;387
580;1135;388
581;1136;389
582;1140;390
583;1141;390
584;1142;391
585;1143;392
586;1144;393
587;1145;243
588;1146;243
589;1147;243
590;1148;243
591;1153;394
592;1153;395
593;1156;394
594;1156;396
595;1157;397
596;1158;398
597;1160;399
598;1164;400
599;1164;6409
600;1165;402
601;1166;403
602;1167;404
603;1169;405
604;1170;180
605;1171;142
606;1172;21
607;1173;21
609;1175;152
610;1176;407
611;1177;180
612;1178;408
613;1179;409
614;1180;259
615;1181;410
616;1182;411
617;1183;60
618;1190;412
619;1191;413
620;1192;414
621;1193;415
622;1194;416
623;1195;417
624;1196;417
625;1197;418
626;1198;419
627;1203;420
628;1203;421
629;1204;420
630;1204;421
631;1205;420
632;1205;421
633;1206;422
634;1207;422
635;1208;423
636;1209;424
637;1210;277
638;1211;277
639;1212;277
640;1214;425
641;1220;426
642;1221;170
644;1222;152
645;1223;427
646;1224;428
647;1225;429
648;1226;142
649;1227;430
650;1228;429
651;1229;431
652;1230;143
653;1231;428
654;1232;432
655;1238;433
656;1239;434
657;1240;435
658;1242;436
659;1243;437
660;1244;438
661;1245;439
662;1246;440
663;1247;441
664;1248;442
665;1249;443
666;1250;444
668;1252;440
669;1253;446
670;1254;447
671;1256;448
672;1257;449
674;1259;451
675;1260;452
676;1261;453
677;1264;454
678;1267;455
679;1269;456
680;1270;457
681;1272;410
683;1274;6409
684;1275;6409
685;1276;6409
686;1277;6409
687;1278;143
691;1284;462
692;1286;463
693;1290;464
694;1291;465
695;1293;466
696;1293;467
697;1294;468
698;1297;441
699;1299;469
700;1300;470
701;1301;471
702;1303;472
703;1304;15
704;1305;473
705;1306;474
706;1307;475
707;1311;116
708;1312;476
709;1313;476
710;1314;116
711;1315;38
712;1316;351
713;1317;477
714;1318;478
715;1319;479
716;1319;480
717;1320;479
718;1320;480
719;1321;481
720;1322;482
9513;1282;5620
9597;1050;5667
9598;1049;5667
9599;1048;5667
721;1323;483
722;1324;484
723;1326;485
724;1327;228
12208;1251;6595
12288;1063;6615
12289;1063;6616
12325;11932;6625
12758;1174;2249
725;1328;486
727;1330;488
728;1331;489
14101;1281;6221
729;1332;490
730;1333;491
731;1334;492
732;1335;477
733;1337;493
734;1339;494
735;1342;495
736;1344;496
737;1356;497
738;1360;498
739;1361;499
740;1362;500
741;1363;501
742;1364;502
743;1365;503
744;1366;261
745;1367;504
746;1368;505
747;1369;506
748;1369;507
749;1371;508
750;1373;509
751;1374;510
752;1375;511
753;1376;512
754;1377;512
755;1379;513
756;1380;514
757;1381;514
758;1382;515
759;1382;516
760;1383;517
761;1384;518
762;1385;519
763;1386;520
764;1394;521
765;1394;522
766;1395;523
767;1395;524
768;1396;525
769;1397;526
770;1398;526
771;1399;527
772;1400;528
773;1401;528
775;1405;455
776;1415;529
777;1415;530
778;1416;531
779;1420;532
780;1421;533
781;1422;534
782;1425;535
783;1426;6409
784;1428;536
785;1429;537
786;1432;538
787;1433;538
788;1434;35
789;1435;35
790;1436;18
791;1437;236
792;1438;333
793;1439;167
794;1440;539
795;1441;540
796;1442;541
797;1443;542
798;1444;543
799;1445;544
800;1446;453
801;1448;333
802;1449;174
803;1450;269
804;1451;545
805;1452;546
806;1453;547
807;1454;548
808;1455;282
809;1456;35
810;1457;35
811;1458;35
812;1459;35
813;1460;35
814;1461;549
816;1470;551
817;1471;552
818;1474;553
819;1475;553
820;1479;554
821;1480;555
822;1484;556
823;1485;557
824;1486;558
825;1487;457
826;1487;559
827;1487;560
828;1489;561
829;1493;167
830;1494;562
831;1495;563
832;1496;564
833;1497;565
834;1498;566
835;1499;567
836;1501;568
837;1502;569
838;1504;570
839;1505;571
840;1507;55
841;1508;572
842;1509;561
843;1510;573
844;1511;574
845;1512;575
846;1513;576
847;1514;417
848;1515;577
849;1516;578
850;1518;228
851;1519;579
852;1520;167
853;1521;580
854;1523;581
855;1524;55
856;1525;582
857;1526;538
858;1527;583
859;1528;584
860;1529;585
861;1530;361
862;1531;361
863;1532;256
864;1533;586
865;1534;587
866;1535;587
867;1536;588
868;1539;589
869;1540;590
870;1541;591
871;1542;591
872;1543;592
873;1544;592
874;1546;593
875;1547;594
876;1548;595
877;1551;455
878;1555;596
879;1556;596
880;1558;597
881;1559;597
882;1560;33
883;1561;598
884;1563;599
885;1564;600
886;1565;481
887;1568;51
888;1569;601
889;1570;601
890;1571;601
891;1572;601
892;1574;602
893;1574;603
894;1574;604
895;1575;605
896;1576;605
897;1577;606
898;1578;606
899;1580;606
900;1582;605
901;1583;607
902;1584;608
903;1585;609
904;1589;610
905;1590;611
906;1593;612
907;1594;613
908;1596;614
909;1596;6409
910;1597;609
911;1599;167
912;1602;615
913;1603;616
914;1608;617
915;1608;618
916;1609;619
917;1612;620
918;1615;621
919;1616;622
920;1616;623
921;1617;624
922;1618;625
923;1618;626
924;1619;627
925;1620;628
926;1622;629
927;1623;629
931;1629;633
932;1630;634
933;1631;635
934;1632;636
936;1635;638
937;1635;639
938;1636;640
939;1636;641
941;1638;642
942;1639;643
943;1641;644
944;1643;645
945;1644;646
946;1645;647
947;1648;648
948;1650;649
949;1655;650
950;1656;651
951;1657;652
952;1658;653
953;1661;654
954;1661;655
955;1662;656
956;1662;657
957;1662;658
958;1663;617
959;1663;659
960;1663;660
9124;6470;5388
9125;6487;5389
9590;1329;1217
11937;13623;6533
961;1667;661
962;1667;6409
963;1669;663
964;1671;664
965;1672;665
12055;4953;815
966;1673;613
967;1674;613
968;1675;613
14552;1637;6544
969;1677;219
970;1678;666
971;1679;667
972;1680;668
973;1681;669
974;1683;670
975;1684;223
976;1685;671
977;1686;672
978;1687;673
979;1687;674
980;1688;675
981;1689;676
982;1691;219
983;1692;613
984;1693;6409
985;1694;677
986;1695;678
987;1696;679
988;1697;613
989;1698;680
990;1699;681
991;1699;682
992;1700;683
993;1701;684
994;1702;685
995;1703;686
996;1705;687
997;1706;688
998;1708;689
999;1709;690
1000;1710;208
1001;1711;219
1002;1712;691
1003;1713;692
1004;1714;693
1005;1714;694
1006;1715;695
1007;1717;6409
1008;1718;696
1009;1720;228
1010;1721;697
1011;1722;698
1012;1723;699
1013;1724;472
1014;1725;228
1015;1727;228
1016;1728;700
1017;1729;701
1018;1730;6409
1019;1731;702
1020;1732;21
1021;1735;63
1022;1736;21
1023;1738;21
1024;1739;21
1025;1742;333
1026;1743;333
1027;1744;69
1028;1745;63
1029;1746;69
1030;1748;703
1031;1749;519
1032;1753;35
1034;1755;333
1035;1757;63
1036;1758;21
1037;1759;705
1038;1760;706
1039;1761;707
1040;1762;708
1044;1765;712
1045;1766;712
1046;1767;713
1047;1768;478
1048;1769;714
1049;1770;6409
1050;1771;597
1051;1772;715
1052;1773;715
1053;1774;716
1054;1774;717
1055;1775;718
1056;1776;719
1057;1776;720
1058;1777;719
1059;1777;720
1062;1780;41
1063;1781;722
1064;1783;723
1065;1785;724
1066;1788;725
1067;1789;726
1068;1791;727
1069;1792;728
1070;1793;729
1071;1797;730
1072;1800;731
1073;1801;731
1074;1802;731
1075;1806;732
1076;1807;733
1077;1808;6409
1078;1809;734
1079;1810;735
1080;1811;735
1081;1812;736
1082;1812;737
1083;1812;738
1084;1813;739
1085;1814;740
1086;1815;741
1087;1816;742
1088;1818;743
1089;1819;744
1090;1820;745
1091;1821;746
1092;1822;747
1093;1823;748
1094;1823;749
1095;1824;750
1096;1824;751
1097;1824;752
1098;1826;753
1099;1826;754
1100;1826;755
1101;1830;756
1102;1830;757
1103;1832;516
1104;1833;758
1105;1834;759
1106;1835;760
1107;1836;761
1109;1838;385
1110;1839;763
1111;1840;188
1112;1840;764
1113;1841;765
1114;1842;64
1115;1842;766
1116;1843;767
1117;1844;541
1118;1845;768
1119;1846;768
1120;1847;768
1121;1848;768
1122;1849;769
1123;1851;770
1124;1852;771
1125;1854;772
1126;1855;773
1127;1856;774
1128;1856;775
1129;1857;776
1130;1857;777
1131;1858;776
1132;1858;777
1133;1860;778
1134;1864;779
1135;1865;780
1136;1866;781
1137;1870;213
1138;1871;782
1139;1875;783
1140;1877;784
1141;1878;785
1142;1879;786
1143;1881;787
1144;1882;788
1145;1883;789
1146;1884;359
1147;1885;790
1148;1886;791
1149;1887;792
1150;1889;550
1151;1890;793
1152;1891;794
1153;1893;795
1154;1894;795
1155;1895;6409
1156;1896;796
1157;1897;797
1158;1899;798
1159;1900;799
1160;1901;800
1161;1903;801
1162;1904;802
1163;1905;803
1164;1906;260
1165;1908;804
1166;1910;805
1167;1911;806
1168;1912;116
1169;1913;807
1170;1917;808
1171;1929;373
1172;1931;809
1173;1947;489
1174;1948;810
1175;1949;811
1176;1950;812
1177;1950;813
1178;1951;792
1179;1953;814
1180;1953;815
1181;1954;816
1182;1956;817
1183;1957;818
1184;1958;819
1185;1959;820
1186;1961;821
1187;1962;822
1188;1963;823
1189;1965;824
1190;1967;825
1192;1969;827
1193;1970;828
1194;1971;829
1195;1972;830
1196;1973;831
1197;1974;832
1198;1975;833
1199;2011;834
1200;2011;835
9511;1968;5618
9531;1778;5632
11379;13353;6303
11380;13355;75
11520;13356;1995
1201;2012;381
1202;2015;836
1203;2016;837
1204;2041;838
1205;2043;605
1206;2044;839
12196;1754;35
1207;2046;840
1208;2047;841
1209;2048;842
13484;1837;7073
1210;2050;843
1211;2051;844
1212;2051;845
1213;2052;846
1215;2055;552
1216;2058;848
1217;2059;849
1218;2060;850
1219;2063;851
1220;2065;852
1222;2066;854
1224;2068;856
1225;2069;857
1226;2069;858
1227;2070;859
1228;2071;860
1229;2072;861
1230;2075;862
1231;2076;863
1232;2076;864
1233;2076;865
1234;2078;866
1235;2078;867
1236;2079;868
1238;2081;869
1239;2082;869
1240;2084;870
1241;2085;871
1242;2087;872
1243;2088;243
1244;2089;873
1245;2090;874
1246;2090;875
1247;2091;876
1248;2092;877
1249;2093;878
1251;2094;880
1253;2095;101
1254;2096;881
1255;2097;882
1256;2098;883
1257;2099;884
1258;2100;885
1259;2101;886
1260;2104;887
1261;2104;888
1262;2106;889
1263;2107;890
1264;2109;226
1265;2110;891
1266;2112;859
1267;2114;892
1268;2117;893
1269;2118;680
1270;2119;496
1271;2120;613
1272;2121;613
1273;2122;6409
1274;2123;6409
1275;2124;894
1276;2124;895
1277;2124;896
1278;2125;897
1279;2126;898
1280;2128;899
1281;2129;900
1282;2132;901
1283;2133;902
1284;2134;902
1285;2135;902
1286;2136;903
1287;2137;904
1288;2138;905
1289;2139;906
1290;2140;907
1291;2140;908
1293;2142;909
1294;2143;910
1295;2144;799
1296;2145;799
1297;2146;911
1298;2147;912
1299;2147;913
1300;2148;914
1301;2149;915
1302;2150;916
1303;2153;917
1304;2154;918
1305;2154;496
1306;2159;917
1307;2159;919
1308;2162;920
1309;2163;921
1310;2164;922
1311;2164;923
1312;2165;6409
1313;2166;924
1315;2168;926
1316;2169;927
1318;2171;929
1319;2171;312
1321;2173;930
1322;2174;878
1323;2176;931
1324;2177;932
1325;2178;933
1326;2179;934
1327;2182;935
1328;2184;936
1329;2185;937
1330;2186;938
1331;2187;939
1332;2188;940
1333;2190;879
1334;2190;941
1336;2192;262
1337;2194;943
1338;2200;944
1339;2204;945
1340;2204;946
1341;2205;947
1342;2208;948
1343;2209;949
1344;2211;403
1345;2212;950
1346;2214;903
1347;2216;951
1348;2217;952
1349;2218;953
1350;2219;6409
1351;2219;954
1352;2219;955
1353;2221;956
1354;2222;957
1355;2223;958
1356;2224;959
1357;2225;960
1358;2228;961
1359;2229;962
1360;2230;963
1361;2230;964
1363;2232;966
1364;2233;966
1365;2234;966
1366;2236;967
1367;2237;968
1368;2238;969
1369;2239;6409
1370;2240;233
1371;2241;970
1372;2243;573
1373;2245;69
1374;2246;6409
1375;2247;971
1376;2248;972
1377;2249;973
1378;2250;243
1379;2251;974
1380;2252;975
1381;2253;976
1382;2254;977
1383;2255;978
1384;2256;978
1385;2257;979
1386;2258;980
1387;2259;981
1388;2260;966
1389;2261;982
1390;2262;6409
1391;2263;983
1392;2264;976
1393;2265;6409
1394;2266;984
1395;2267;985
1396;2269;986
1397;2270;321
1398;2271;321
1399;2272;982
1400;2273;6409
1401;2274;6409
1402;2275;6409
1403;2276;985
1404;2277;987
1405;2278;982
1406;2279;988
1407;2280;989
1408;2281;990
1409;2283;233
1410;2284;991
1411;2285;992
1412;2286;993
1413;2286;994
1414;2287;995
1415;2288;982
1416;2289;6409
1417;2290;996
1418;2291;997
1419;2292;998
1420;2293;6409
1421;2293;999
1422;2294;6409
1423;2294;999
1424;2295;1000
1425;2296;6409
1426;2297;1001
1427;2298;1001
1428;2299;1001
1429;2300;1001
1430;2302;1002
1431;2303;6409
1432;2304;6409
1433;2305;1003
1434;2306;6409
1435;2307;1004
1436;2308;1005
1437;2309;1006
1438;2310;1007
1439;2310;117
1440;2311;116
9214;2094;1637
9279;2141;5481
9440;2231;1310
9543;10856;6409
1441;2311;117
1442;2312;1008
1443;2313;1009
1444;2314;1010
1446;2315;230
1447;2316;222
12057;2053;2032
12209;2080;6409
12210;2170;6597
12211;2172;6598
12215;2315;1510
12292;2191;489
1448;2317;1011
1449;2350;1012
1450;2363;477
1451;2366;15
13876;2167;953
1452;2367;1013
1453;2368;1014
1454;2369;1015
1455;2370;6409
1456;2371;1016
1457;2371;545
1458;2372;921
1459;2385;874
1460;2385;875
1461;2396;1017
1462;2397;6409
1463;2398;1018
1464;2399;232
1465;2400;134
1466;2401;564
1467;2402;1019
1468;2403;1020
1469;2404;232
1470;2405;830
1472;2408;1022
1473;2413;6409
1474;2413;1023
1475;2415;6409
1476;2415;1023
1477;2416;1024
1478;2417;1024
1479;2422;6409
1480;2422;1025
1481;2423;6409
1482;2423;1025
1483;2440;1026
1484;2441;1027
1485;2442;1028
1486;2443;1029
1487;2445;1030
1488;2446;1031
1489;2449;1032
1490;2455;1033
1491;2456;1034
1493;2459;1036
1494;2460;1037
1495;2460;1038
1496;2461;1039
1497;2464;1040
1498;2465;1040
1499;2466;1041
1500;2467;1041
1501;2468;1041
1502;2469;1041
1503;2470;1041
1504;2471;761
1505;2472;761
1506;2473;243
1507;2474;243
1508;2476;1042
1509;2477;1042
1510;2480;1043
1511;2481;1044
1512;2483;134
1513;2484;1045
1514;2485;1046
1515;2486;1047
1516;2487;1048
1517;2488;1048
1518;2489;313
1519;2490;313
1520;2492;884
1521;2493;884
1522;2494;884
1523;2495;1049
1524;2496;1050
1525;2497;1051
1526;2498;6409
1527;2499;1052
1528;2500;570
1529;2501;570
1530;2502;570
1531;2503;570
1532;2505;1019
1533;2506;1019
1534;2507;564
1535;2510;1053
1536;2512;688
1537;2513;1054
1538;2514;1055
1539;2514;1056
1540;2514;1057
1544;2516;31
1551;2520;1058
1552;2521;1058
1553;2567;1059
1554;2567;1060
1555;2578;630
1556;2578;1061
1557;2585;1062
1558;2586;1062
1559;2587;609
1560;2588;609
1561;2589;609
1562;2590;1063
1563;2590;1064
1564;2591;1063
1565;2591;1064
1566;2630;1037
1567;2630;1065
1568;2632;1066
1569;2632;1067
1570;2633;609
1571;2634;609
1572;2635;6409
1573;2640;1068
1574;2641;1069
1575;2643;1070
1576;2671;1071
1577;2672;1072
1578;2673;1073
1579;2674;1073
1580;2675;1073
1581;2677;1074
1582;2677;1075
1583;2678;1076
1584;2681;1077
1585;2682;1077
1586;2684;1078
1588;2780;699
1589;2781;1079
1590;2782;1011
1591;2785;1080
1592;2786;572
1593;2788;226
1594;2789;226
1595;2791;1081
1596;2792;1082
1597;2795;1083
1598;2796;1083
1599;2797;1084
1600;2798;599
1601;2799;599
1602;2800;217
1603;2801;137
1604;2802;240
1605;2803;240
1606;2804;240
1607;2805;245
1608;2806;1085
1609;2807;1086
1610;2808;1086
1611;2809;543
1612;2810;1087
1613;2811;1088
1614;2811;1051
1615;2812;983
1616;2813;1089
1617;2814;1090
1618;2816;1091
1619;2816;1092
1620;2818;1093
1621;2819;1094
1622;2820;753
1623;2822;1095
1624;2823;769
1625;2824;769
1626;2825;769
1627;2826;769
1628;2827;769
1629;2828;769
1630;2831;769
1631;2832;1096
1632;2836;669
1633;2837;666
1634;2838;1097
1635;2839;668
1636;2840;1098
1637;2841;1098
1638;2843;1099
1639;2844;1099
1640;2845;667
1641;2846;1100
1642;2847;1101
1643;2848;1102
1644;2849;1103
1645;2850;1104
1646;2851;1105
1647;2852;1106
1648;2853;1107
1649;2854;1108
1650;2855;568
1651;2856;568
1652;2857;1109
1653;2858;1110
1654;2859;1111
1655;2860;1112
1656;2861;1113
1657;2862;1114
1658;2866;1115
1659;2867;1116
1660;2868;1117
1661;2870;1118
1662;2871;1119
1663;2872;1111
1664;2873;801
1665;2874;1120
1666;2875;1121
1667;2876;1122
1668;2877;1112
1673;2880;1124
1674;2882;1125
1675;2883;1126
1678;2885;1128
1679;2887;1129
1680;2888;15
10090;2745;5838
1681;2893;1130
1682;2895;1131
1684;2898;1066
1685;2898;1067
1686;2900;1133
1687;2902;1134
1688;2902;1135
12154;2879;6579
12155;2878;6579
12156;905;6409
1689;2903;1136
1691;2907;1138
1692;2907;1139
1693;2909;1140
1694;2910;1141
13985;2884;7025
14354;2515;7231
14355;2515;7232
14357;2517;7376
14358;2517;7231
14359;2517;7232
14360;2518;7376
14361;2518;7231
14372;2515;7376
14550;2457;7449
14663;2407;7464
1695;2910;1142
1696;2914;6409
1697;2915;1143
1698;2916;1144
1699;2918;1145
1700;2919;1146
1701;2921;1147
1702;2923;1148
1703;2923;1038
1704;2924;1069
1705;2925;1149
1706;2927;441
1707;2929;1150
1708;2930;1151
1709;2931;1152
1710;2932;1153
1711;2933;1154
1712;2934;1155
1713;2934;1156
1714;2935;1157
1715;2936;1158
1716;2936;6409
1717;2938;769
1718;2939;1159
1719;2939;1160
1720;2940;959
1721;2941;616
1724;2945;1163
1725;2947;1164
1726;2948;6409
1727;2949;1165
1728;2950;1166
1729;2951;1167
1733;2954;1171
1734;2955;1157
1735;2956;6409
1736;2956;1172
1737;2959;1173
1738;2960;6409
1739;2960;1174
1740;2961;1164
1741;2962;1175
1742;2963;6409
1743;2964;1176
1744;2964;1177
1745;2965;1178
1746;2966;6409
1748;2968;1180
1749;2968;1181
1750;2968;6409
1751;2969;1182
1752;2970;1182
1753;2971;728
1754;2972;1183
1755;2973;1184
1756;2974;1185
1757;2976;6409
1758;2977;1186
1759;2979;1162
1760;2980;1187
1761;2981;6409
1762;2982;1188
1763;2983;1189
1764;2983;6409
1765;2984;829
1766;2985;830
1770;2988;1192
1772;2989;1193
1773;2990;1194
1774;2991;1195
1775;2991;1196
1776;2993;1197
1777;2994;1198
1778;3001;1199
1779;3003;1200
1780;3003;1201
1781;3005;5534
1782;3012;1203
1783;3015;1204
1784;3016;1205
1785;3019;1206
1786;3019;1207
1787;3022;1037
1788;3028;1208
1789;3028;1209
1790;3029;1208
1791;3029;1209
1792;3047;869
1793;3048;869
1794;3049;1210
1795;3050;1211
1798;3053;1214
1799;3053;1215
1800;3054;1216
1801;3054;1214
1802;3054;1215
1803;3055;1037
1804;3055;1038
1805;3061;1037
1806;3061;1038
1807;3063;829
1808;3069;979
1809;3070;1217
1812;3073;1217
1813;3074;1218
1814;3079;1219
1815;3080;1220
1816;3082;373
1817;3083;1221
1818;3085;1221
1819;3086;1222
1820;3087;1223
1821;3087;1224
1822;3087;1225
1825;3096;6409
1826;3097;1227
1829;3101;85
1830;3102;1229
1831;3103;1199
1832;3104;1199
1833;3106;1230
1834;3111;1230
1835;3113;1231
1836;3113;1232
1837;3113;1233
1838;3114;1231
1839;3114;1232
1840;3114;1233
1841;3115;1234
1842;3116;1234
1843;3131;1235
1844;3131;6409
1845;3132;1236
1846;3136;1237
1847;3140;1238
1848;3141;1239
1849;3142;1240
1850;3142;1241
1851;3143;1242
1852;3144;1243
1853;3144;1244
1854;3149;1245
1856;3151;1246
1857;3154;769
1858;3156;1247
1859;3157;1248
1860;3158;1249
1861;3159;1801
1862;3159;1251
1863;3160;1252
1864;3161;1253
1865;3161;1254
1866;3162;1255
1867;3172;6409
1868;3175;1256
1869;3175;1257
1870;3176;1256
1871;3176;1257
1874;3178;1256
1875;3178;1257
1878;3180;1258
1879;3181;1259
1880;3182;1260
1881;3184;1261
1882;3185;571
1883;3186;1262
1884;3187;1238
1885;3189;1263
1886;3190;1264
1887;3191;1265
1888;3192;1266
1889;3211;605
1890;3215;1267
1891;3216;996
1892;3217;1227
1893;3218;1268
1896;3221;1270
1898;3223;1271
1899;3225;1271
1900;3226;1272
1901;3227;1273
1902;3258;1039
1903;3260;1039
1905;3265;232
1906;3266;232
1907;3267;232
1908;3268;232
1909;3269;1275
1912;3273;580
1913;3274;580
1914;3275;580
1915;3276;1277
1916;3277;1277
1917;3278;538
